Date,Sales,n_stores,Promo,SchoolHoliday,StateHoliday,Year,Month,Week
2014-04-11,3735640,602,0,0.01993355481727575,0,2014,4,15
2014-04-12,3173157,602,0,0.01993355481727575,0,2014,4,15
2014-04-13,35547,11,0,0,0,2014,4,15
2014-04-14,6229311,602,1,0.7541528239202658,0,2014,4,15
2014-04-15,5836231,602,1,0.7541528239202658,0,2014,4,15
2014-04-16,5402902,602,1,0.8770764119601329,0,2014,4,16
2014-04-17,5527374,602,1,0.8770764119601329,0,2014,4,16
2014-04-19,4176299,602,0,0.08637873754152829,0,2014,4,16
2014-04-20,22617,12,0,0,0,2014,4,16
2014-04-21,31876,12,0,1,1,2014,4,16
2014-04-22,3861003,601,0,0.9217970049916805,0,2014,4,16
2014-04-23,3343835,601,0,0.9018302828618968,0,2014,4,17
2014-04-24,3335034,601,0,0.9018302828618968,0,2014,4,17
2014-04-25,3358490,601,0,0.9018302828618968,0,2014,4,17
2014-04-26,2961817,601,0,0,0,2014,4,17
2014-04-27,28861,12,0,0,0,2014,4,17
2014-04-28,5816313,601,1,0.18469217970049923,0,2014,4,17
2014-04-29,5216575,602,1,0.1843853820598007,0,2014,4,17
2014-04-30,5842439,602,1,0.1843853820598007,0,2014,4,18
2014-05-01,2557,1,1,0,1,2014,5,18
2014-05-02,5961385,601,1,0.29450915141430956,0,2014,5,18
2014-05-03,3382405,601,0,0,0,2014,5,18
2014-05-04,32357,13,0,0,0,2014,5,18
2014-05-05,5986826,602,1,0,0,2014,5,18
2014-05-06,5057496,602,1,0,0,2014,5,18
2014-05-07,4560825,601,1,0,0,2014,5,19
2014-05-08,4505155,601,1,0,0,2014,5,19
2014-05-09,4593768,601,1,0,0,2014,5,19
2014-05-10,3305918,601,0,0,0,2014,5,19
2014-05-11,22575,12,0,0,0,2014,5,19
2014-05-12,3512984,601,0,0,0,2014,5,19
2014-05-13,3417110,601,0,0,0,2014,5,19
2014-05-14,3396159,601,0,0,0,2014,5,20
2014-05-15,3440547,601,0,0,0,2014,5,20
2014-05-16,3516804,601,0,0,0,2014,5,20
2014-05-17,2990559,601,0,0,0,2014,5,20
2014-05-18,28373,12,0,0,0,2014,5,20
2014-05-19,5567713,601,1,0,0,2014,5,20
2014-05-20,4647670,601,1,0,0,2014,5,20
2014-05-21,4282543,601,1,0,0,2014,5,21
2014-05-22,4117042,601,1,0,0,2014,5,21
2014-05-23,4298069,601,1,0,0,2014,5,21
2014-05-24,3032576,601,0,0,0,2014,5,21
2014-05-25,28326,12,0,0,0,2014,5,21
2014-05-26,3589516,601,0,0,0,2014,5,21
2014-05-27,3387156,601,0,0,0,2014,5,21
2014-05-28,4139052,601,0,0,0,2014,5,22
2014-05-29,38035,11,0,0,1,2014,5,22
2014-05-30,5304524,601,0,0.40432612312811994,0,2014,5,22
2014-05-31,3461863,600,0,0,0,2014,5,22
2014-06-01,39392,13,0,0,0,2014,6,22
2014-06-02,6417412,600,1,0.04833333333333345,0,2014,6,22
2014-06-03,5339217,600,1,0.04833333333333345,0,2014,6,22
2014-06-04,4813941,600,1,0.04833333333333345,0,2014,6,23
2014-06-05,4721987,600,1,0.04833333333333345,0,2014,6,23
2014-06-06,4757498,600,1,0.04833333333333345,0,2014,6,23
2014-06-07,3369487,600,0,0,0,2014,6,23
2014-06-08,40792,12,0,0,0,2014,6,23
2014-06-09,39931,14,0,0,1,2014,6,23
2014-06-10,4052550,600,0,0.5299999999999999,0,2014,6,23
2014-06-11,3670441,600,0,0.19499999999999998,0,2014,6,24
2014-06-12,3834050,600,0,0.19499999999999998,0,2014,6,24
2014-06-13,3782934,600,0,0.19499999999999998,0,2014,6,24
2014-06-14,3216783,600,0,0,0,2014,6,24
2014-06-15,33168,12,0,0,0,2014,6,24
2014-06-16,5818039,600,1,0.19499999999999998,0,2014,6,24
2014-06-17,5114410,600,1,0.19499999999999998,0,2014,6,24
2014-06-18,4863250,600,1,0.19499999999999998,0,2014,6,25
2014-06-19,1796319,240,1,0,0.15416666666666667,2014,6,25
2014-06-20,5088188,600,1,0.19499999999999998,0,2014,6,25
2014-06-21,3013298,600,0,0,0,2014,6,25
2014-06-22,29321,12,0,0,0,2014,6,25
2014-06-23,3695398,600,0,0,0,2014,6,25
2014-06-24,3370632,600,0,0,0,2014,6,25
2014-06-25,3271293,600,0,0,0,2014,6,26
2014-06-26,3226404,600,0,0,0,2014,6,26
2014-06-27,3729464,601,0,0,0,2014,6,26
2014-06-28,3224998,601,0,0,0,2014,6,26
2014-06-29,37424,12,0,0,0,2014,6,26
2014-06-30,7208505,601,1,0,0,2014,6,26
2014-07-01,4748767,517,1,0,0,2014,7,26
2014-07-02,4385121,517,1,0,0,2014,7,27
2014-07-03,4085400,516,1,0,0,2014,7,27
2014-07-04,3621534,516,1,0,0,2014,7,27
2014-07-05,2719805,516,0,0,0,2014,7,27
2014-07-06,35650,12,0,0,0,2014,7,27
2014-07-07,3477216,516,0,0.36627906976744173,0,2014,7,27
2014-07-08,2811391,516,0,0.36627906976744173,0,2014,7,27
2014-07-09,2723936,516,0,0.46899224806201556,0,2014,7,28
2014-07-10,3257673,516,0,0.5019379844961241,0,2014,7,28
2014-07-11,3222828,516,0,0.5019379844961241,0,2014,7,28
2014-07-12,2711418,514,0,0,0,2014,7,28
2014-07-13,47199,12,0,0,0,2014,7,28
2014-07-14,4807443,513,1,0.6432748538011696,0,2014,7,28
2014-07-15,4387630,513,1,0.6432748538011696,0,2014,7,28
2014-07-16,4052957,513,1,0.6432748538011696,0,2014,7,29
2014-07-17,3817023,513,1,0.6432748538011696,0,2014,7,29
2014-07-18,3632523,513,1,0.6432748538011696,0,2014,7,29
2014-07-19,2376775,513,0,0,0,2014,7,29
2014-07-20,46002,12,0,0,0,2014,7,29
2014-07-21,3139567,513,0,0.8109161793372319,0,2014,7,29
2014-07-22,3011296,513,0,0.8109161793372319,0,2014,7,29
2014-07-23,2867928,514,0,0.8112840466926071,0,2014,7,30
2014-07-24,2880593,515,0,0.8116504854368932,0,2014,7,30
2014-07-25,2992156,515,0,0.8116504854368932,0,2014,7,30
2014-07-26,2497636,515,0,0,0,2014,7,30
2014-07-27,43027,12,0,0,0,2014,7,30
2014-07-28,4720254,515,1,0.9126213592233009,0,2014,7,30
2014-07-29,4076940,515,1,0.9126213592233009,0,2014,7,30
2014-07-30,4136075,515,1,0.9126213592233009,0,2014,7,31
2014-07-31,4649186,515,1,0.9223300970873787,0,2014,7,31
2014-08-01,4175071,517,1,1,0,2014,8,31
2014-08-02,2713922,517,0,0.10058027079303673,0,2014,8,31
2014-08-03,54722,12,0,0,0,2014,8,31
2014-08-04,5048424,517,1,1,0,2014,8,31
2014-08-05,4269379,517,1,1,0,2014,8,31
2014-08-06,3798379,517,1,1,0,2014,8,32
2014-08-07,3760000,517,1,1,0,2014,8,32
2014-08-08,3621507,518,1,1,0,2014,8,32
2014-08-09,2498589,518,0,0.1003861003861004,0,2014,8,32
2014-08-10,47701,12,0,0,0,2014,8,32
2014-08-11,3320139,518,0,1,0,2014,8,32
2014-08-12,3019401,518,0,1,0,2014,8,32
2014-08-13,2903262,518,0,1,0,2014,8,33
2014-08-14,3006873,518,0,1,0,2014,8,33
2014-08-15,3041326,518,0,1,0,2014,8,33
2014-08-16,2545123,518,0,0.1003861003861004,0,2014,8,33
2014-08-17,45935,12,0,0,0,2014,8,33
2014-08-18,5144394,518,1,1,0,2014,8,33
2014-08-19,4383534,518,1,1,0,2014,8,33
2014-08-20,3990233,518,1,0.6351351351351351,0,2014,8,34
2014-08-21,3716244,518,1,0.6023166023166023,0,2014,8,34
2014-08-22,3659596,517,1,0.6015473887814314,0,2014,8,34
2014-08-23,2549281,516,0,0.1007751937984496,0,2014,8,34
2014-08-24,44414,12,0,0,0,2014,8,34
2014-08-25,3295686,517,0,0.35396518375241776,0,2014,8,34
2014-08-26,2877184,517,0,0.35396518375241776,0,2014,8,34
2014-08-27,2976177,516,0,0.3527131782945737,0,2014,8,35
2014-08-28,3053997,516,0,0.3527131782945737,0,2014,8,35
2014-08-29,3633419,514,0,0.3540856031128405,0,2014,8,35
2014-08-30,2889622,514,0,0.10116731517509725,0,2014,8,35
2014-08-31,45167,12,0,0,0,2014,8,35
2014-09-01,5456332,514,1,0.2431906614785992,0,2014,9,35
2014-09-02,4473655,515,1,0.24466019417475718,0,2014,9,35
2014-09-03,4060491,515,1,0.24466019417475718,0,2014,9,36
2014-09-04,3822355,514,1,0.1867704280155641,0,2014,9,36
2014-09-05,3806195,514,1,0.1867704280155641,0,2014,9,36
2014-09-06,2561990,514,0,0.023346303501945522,0,2014,9,36
2014-09-07,35145,12,0,0,0,2014,9,36
2014-09-08,3184592,514,0,0.08560311284046689,0,2014,9,36
2014-09-09,2995300,513,0,0.08576998050682272,0,2014,9,36
2014-09-10,2935338,515,0,0.08543689320388353,0,2014,9,37
2014-09-11,2961422,516,0,0.06201550387596892,0,2014,9,37
2014-09-12,3013520,516,0,0.06201550387596892,0,2014,9,37
2014-09-13,2569341,516,0,0,0,2014,9,37
2014-09-14,31476,12,0,0,0,2014,9,37
2014-09-15,4884554,516,1,0,0,2014,9,37
2014-09-16,4102041,516,1,0,0,2014,9,37
2014-09-17,3685233,516,1,0,0,2014,9,38
2014-09-18,3568916,516,1,0,0,2014,9,38
2014-09-19,3563122,516,1,0,0,2014,9,38
2014-09-20,2481871,517,0,0,0,2014,9,38
2014-09-21,34464,12,0,0,0,2014,9,38
2014-09-22,2962500,518,0,0,0,2014,9,38
2014-09-23,2883613,517,0,0,0,2014,9,38
2014-09-24,2726272,518,0,0,0,2014,9,39
2014-09-25,2799639,518,0,0,0,2014,9,39
2014-09-26,2917363,518,0,0,0,2014,9,39
2014-09-27,2544948,518,0,0,0,2014,9,39
2014-09-28,33845,13,0,0,0,2014,9,39
2014-09-29,4804866,518,1,0,0,2014,9,39
2014-09-30,5001960,518,1,0,0,2014,9,39
2014-10-01,4340334,518,1,0,0,2014,10,40
2014-10-02,4507950,518,1,0,0,2014,10,40
2014-10-03,51412,16,1,0,1,2014,10,40
2014-10-04,3296068,518,0,0,0,2014,10,40
2014-10-05,30999,11,0,0,0,2014,10,40
2014-10-06,5095289,518,1,0.40347490347490356,0,2014,10,40
2014-10-07,4095995,518,1,0.40347490347490356,0,2014,10,40
2014-10-08,3831837,517,1,0.4042553191489362,0,2014,10,41
2014-10-09,3844393,518,1,0.40347490347490356,0,2014,10,41
2014-10-10,3871829,518,1,0.40347490347490356,0,2014,10,41
2014-10-11,2598441,518,0,0,0,2014,10,41
2014-10-12,30643,11,0,0,0,2014,10,41
2014-10-13,3091586,518,0,0.5791505791505791,0,2014,10,41
2014-10-14,3012524,518,0,0.5791505791505791,0,2014,10,41
2014-10-15,2909436,518,0,0.5791505791505791,0,2014,10,42
2014-10-16,2876201,518,0,0.5791505791505791,0,2014,10,42
2014-10-17,2969332,518,0,0.5791505791505791,0,2014,10,42
2014-10-18,2531268,518,0,0,0,2014,10,42
2014-10-19,24910,11,0,0,0,2014,10,42
2014-10-20,4526820,518,1,0.45173745173745183,0,2014,10,42
2014-10-21,3703120,518,1,0.45173745173745183,0,2014,10,42
2014-10-22,3369654,518,1,0.45173745173745183,0,2014,10,43
2014-10-23,3616366,518,1,0.45173745173745183,0,2014,10,43
2014-10-24,3599363,518,1,0.45173745173745183,0,2014,10,43
2014-10-25,2456077,518,0,0.07722007722007726,0,2014,10,43
2014-10-26,28634,11,0,0,0,2014,10,43
2014-10-27,3118148,518,0,0.4208494208494209,0,2014,10,43
2014-10-28,2955643,517,0,0.41972920696324956,0,2014,10,43
2014-10-29,2953731,518,0,0.4208494208494209,0,2014,10,44
2014-10-30,3483901,518,0,0.4208494208494209,0,2014,10,44
2014-10-31,3424044,432,0,0.2754629629629631,0.0023148148148148147,2014,10,44
2014-11-01,1614329,284,0,0,0,2014,11,44
2014-11-02,3260,1,0,0,0,2014,11,44
2014-11-03,5551027,518,1,0.023166023166023182,0,2014,11,44
2014-11-04,4599594,518,1,0.023166023166023182,0,2014,11,44
2014-11-05,4201546,518,1,0.023166023166023182,0,2014,11,45
2014-11-06,4037349,518,1,0.023166023166023182,0,2014,11,45
2014-11-07,4001891,518,1,0.023166023166023182,0,2014,11,45
2014-11-08,2874175,518,0,0,0,2014,11,45
2014-11-09,1981,1,0,0,0,2014,11,45
2014-11-10,4552694,518,1,0,0,2014,11,45
2014-11-11,4021832,518,1,0,0,2014,11,45
2014-11-12,3757311,518,1,0,0,2014,11,46
2014-11-13,3774756,518,1,0,0,2014,11,46
2014-11-14,3865668,518,1,0,0,2014,11,46
2014-11-15,2784867,518,0,0,0,2014,11,46
2014-11-17,3346952,518,0,0,0,2014,11,46
2014-11-18,3038493,518,0,0,0,2014,11,46
2014-11-19,2797008,481,0,0,0,2014,11,47
2014-11-20,3121645,517,0,0,0,2014,11,47
2014-11-21,3215186,518,0,0,0,2014,11,47
2014-11-22,2791419,518,0,0,0,2014,11,47
2014-11-24,5047677,518,1,0,0,2014,11,47
2014-11-25,4491639,518,1,0,0,2014,11,47
2014-11-26,4204428,518,1,0,0,2014,11,48
2014-11-27,4365429,518,1,0,0,2014,11,48
2014-11-28,5033193,518,1,0,0,2014,11,48
2014-11-29,3761845,518,0,0,0,2014,11,48
2014-11-30,3314,1,0,0,0,2014,11,48
2014-12-01,5731907,518,1,0,0,2014,12,48
2014-12-02,5010535,518,1,0,0,2014,12,48
2014-12-03,4614559,518,1,0,0,2014,12,49
2014-12-04,4727951,518,1,0,0,2014,12,49
2014-12-05,5324078,518,1,0,0,2014,12,49
2014-12-06,3381340,518,0,0,0,2014,12,49
2014-12-08,3721841,518,0,0,0,2014,12,49
2014-12-09,3632432,518,0,0,0,2014,12,49
2014-12-10,3290130,518,0,0,0,2014,12,50
2014-12-11,3403361,518,0,0,0,2014,12,50
2014-12-12,3489391,518,0,0,0,2014,12,50
2014-12-13,3494557,518,0,0,0,2014,12,50
2014-12-15,6671560,518,1,0,0,2014,12,50
2014-12-16,5975135,518,1,0,0,2014,12,50
2014-12-17,5159432,518,1,0,0,2014,12,51
2014-12-18,5375162,518,1,0,0,2014,12,51
2014-12-19,5110631,518,1,0,0,2014,12,51
2014-12-20,4000727,518,0,0,0,2014,12,51
2014-12-21,36873,10,0,0,0,2014,12,51
2014-12-22,5896501,518,0,1,0,2014,12,51
2014-12-23,5769756,518,0,1,0,2014,12,51
2014-12-24,2453968,518,0,1,0,2014,12,52
2014-12-26,8320,2,0,1,1,2014,12,52
2014-12-27,2869849,518,0,0.1003861003861004,0,2014,12,52
2014-12-28,20709,6,0,0,0,2014,12,52
2014-12-29,4051354,518,0,1,0,2014,12,52
2014-12-30,4231017,518,0,1,0,2014,12,52
2014-12-31,2102289,518,0,1,0,2014,12,53
2015-01-01,3982,1,0,1,1,2015,1,1
2015-01-02,3982463,602,0,1,0,2015,1,1
2015-01-03,2939520,602,0,0.0664451827242525,0,2015,1,1
2015-01-04,9389,4,0,0,0,2015,1,1
2015-01-05,6067138,602,1,0.8156146179401993,0,2015,1,1
2015-01-06,3892110,455,1,0.7296703296703297,0,2015,1,1
2015-01-07,4675193,602,1,0.08637873754152829,0,2015,1,1
2015-01-08,4000272,602,1,0.0664451827242525,0,2015,1,2
2015-01-09,4101468,602,1,0.0664451827242525,0,2015,1,2
2015-01-10,2982789,602,0,0,0,2015,1,2
2015-01-12,5308566,602,1,0,0,2015,1,2
2015-01-13,4698317,602,1,0,0,2015,1,2
2015-01-14,4285489,602,1,0,0,2015,1,2
2015-01-15,4159476,602,1,0,0,2015,1,3
2015-01-16,4512570,602,1,0,0,2015,1,3
2015-01-17,3151555,602,0,0,0,2015,1,3
2015-01-19,3536563,601,0,0,0,2015,1,3
2015-01-20,3200585,601,0,0,0,2015,1,3
2015-01-21,3250301,601,0,0,0,2015,1,3
2015-01-22,3242107,601,0,0,0,2015,1,4
2015-01-23,3344593,601,0,0,0,2015,1,4
2015-01-24,2757634,601,0,0,0,2015,1,4
2015-01-26,5026610,601,1,0,0,2015,1,4
2015-01-27,4645869,601,1,0,0,2015,1,4
2015-01-28,4277252,601,1,0,0,2015,1,4
2015-01-29,4330827,601,1,0,0,2015,1,5
2015-01-30,5017127,601,1,0,0,2015,1,5
2015-01-31,3553814,601,0,0,0,2015,1,5
2015-02-01,3230,1,0,0,0,2015,2,5
2015-02-02,5628083,601,1,0.19301164725457584,0,2015,2,5
2015-02-03,4920464,601,1,0.19301164725457584,0,2015,2,5
2015-02-04,4461469,601,1,0.17304492512479214,0,2015,2,5
2015-02-05,4305013,602,1,0.17275747508305664,0,2015,2,6
2015-02-06,4444973,602,1,0.17275747508305664,0,2015,2,6
2015-02-07,3189212,602,0,0,0,2015,2,6
2015-02-09,3563648,602,0,0.11129568106312292,0,2015,2,6
2015-02-10,3515287,602,0,0.11129568106312292,0,2015,2,6
2015-02-11,3516414,602,0,0.11129568106312292,0,2015,2,6
2015-02-12,3328306,601,0,0.11148086522462568,0,2015,2,7
2015-02-13,3835996,602,0,0.11129568106312292,0,2015,2,7
2015-02-14,3279879,602,0,0,0,2015,2,7
2015-02-16,4854210,579,1,0.20898100172711565,0,2015,2,7
2015-02-17,4549023,599,1,0.20200333889816371,0,2015,2,7
2015-02-18,4407073,600,1,0.19999999999999993,0,2015,2,7
2015-02-19,4369691,601,1,0.20133111480865232,0,2015,2,8
2015-02-20,4245521,601,1,0.20133111480865232,0,2015,2,8
2015-02-21,3040855,601,0,0,0,2015,2,8
2015-02-23,3283679,601,0,0,0,2015,2,8
2015-02-24,3359871,601,0,0,0,2015,2,8
2015-02-25,3335839,601,0,0,0,2015,2,8
2015-02-26,3563653,601,0,0,0,2015,2,9
2015-02-27,4131585,601,0,0,0,2015,2,9
2015-02-28,3630039,601,0,0,0,2015,2,9
2015-03-01,4781,2,0,0,0,2015,3,9
2015-03-02,5898619,601,1,0.028286189683860253,0,2015,3,9
2015-03-03,5096413,601,1,0.028286189683860253,0,2015,3,9
2015-03-04,4586927,601,1,0.028286189683860253,0,2015,3,9
2015-03-05,4491400,601,1,0.028286189683860253,0,2015,3,10
2015-03-06,4508019,601,1,0.028286189683860253,0,2015,3,10
2015-03-07,3227469,601,0,0,0,2015,3,10
2015-03-08,5710,2,0,0,0,2015,3,10
2015-03-09,3740654,601,0,0.028286189683860253,0,2015,3,10
2015-03-10,3434472,601,0,0.028286189683860253,0,2015,3,10
2015-03-11,3462768,601,0,0.028286189683860253,0,2015,3,10
2015-03-12,3485860,601,0,0.028286189683860253,0,2015,3,11
2015-03-13,3677005,601,0,0.028286189683860253,0,2015,3,11
2015-03-14,3173039,601,0,0,0,2015,3,11
2015-03-15,21546,10,0,0,0,2015,3,11
2015-03-16,5920387,601,1,0,0,2015,3,11
2015-03-17,4883149,601,1,0,0,2015,3,11
2015-03-18,4399625,600,1,0,0,2015,3,11
2015-03-19,4372034,601,1,0,0,2015,3,12
2015-03-20,4384437,601,1,0,0,2015,3,12
2015-03-21,3047457,601,0,0,0,2015,3,12
2015-03-22,22012,11,0,0,0,2015,3,12
2015-03-23,3759356,601,0,0,0,2015,3,12
2015-03-24,3497718,601,0,0,0,2015,3,12
2015-03-25,3359890,601,0,0.019966722129783704,0,2015,3,12
2015-03-26,3441346,602,0,0.039867109634551486,0,2015,3,13
2015-03-27,3732434,602,0,0.039867109634551486,0,2015,3,13
2015-03-28,3347665,602,0,0.01993355481727575,0,2015,3,13
2015-03-29,30044,12,0,0,0,2015,3,13
2015-03-30,6519678,602,1,0.7375415282392026,0,2015,3,13
2015-03-31,5932788,602,1,0.7375415282392026,0,2015,3,13
2015-04-01,5858166,602,1,0.8604651162790699,0,2015,4,13
2015-04-02,5990223,602,1,0.9717607973421927,0,2015,4,14
2015-04-04,4566128,602,0,0.08637873754152829,0,2015,4,14
2015-04-05,22579,12,0,0,0,2015,4,14
2015-04-06,36996,12,0,1,1,2015,4,14
2015-04-07,4406880,602,0,0.9219269102990033,0,2015,4,14
2015-04-08,3769733,602,0,0.9219269102990033,0,2015,4,14
2015-04-09,3663595,602,0,0.9219269102990033,0,2015,4,15
2015-04-10,3618366,602,0,0.9219269102990033,0,2015,4,15
2015-04-11,3153863,602,0,0,0,2015,4,15
2015-04-12,28677,12,0,0,0,2015,4,15
2015-04-13,6013934,602,1,0.12292358803986708,0,2015,4,15
2015-04-14,5070715,602,1,0.12292358803986708,0,2015,4,15
2015-04-15,4425094,602,1,0.12292358803986708,0,2015,4,15
2015-04-16,4560208,602,1,0.12292358803986708,0,2015,4,16
2015-04-17,4557191,602,1,0.12292358803986708,0,2015,4,16
2015-04-18,3234560,602,0,0,0,2015,4,16
2015-04-19,26351,12,0,0,0,2015,4,16
2015-04-20,3687241,602,0,0,0,2015,4,16
2015-04-21,3403789,602,0,0,0,2015,4,16
2015-04-22,3360700,602,0,0,0,2015,4,16
2015-04-23,3383861,602,0,0,0,2015,4,17
2015-04-24,3409813,602,0,0,0,2015,4,17
2015-04-25,3047296,602,0,0,0,2015,4,17
2015-04-26,25415,12,0,0,0,2015,4,17
2015-04-27,5701500,602,1,0,0,2015,4,17
2015-04-28,5054171,602,1,0,0,2015,4,17
2015-04-29,5149290,602,1,0,0,2015,4,17
2015-04-30,5994956,602,1,0,0,2015,4,18
2015-05-01,1295,1,1,0,1,2015,5,18
2015-05-02,4340574,602,0,0,0,2015,5,18
2015-05-03,34072,13,0,0,0,2015,5,18
2015-05-04,6031810,602,1,0,0,2015,5,18
2015-05-05,4843864,602,1,0,0,2015,5,18
2015-05-06,4731113,602,1,0,0,2015,5,18
2015-05-07,4646731,602,1,0,0,2015,5,19
2015-05-08,4648338,602,1,0,0,2015,5,19
2015-05-09,3451740,602,0,0,0,2015,5,19
2015-05-10,28742,12,0,0,0,2015,5,19
2015-05-11,3767044,602,0,0.028239202657807327,0,2015,5,19
2015-05-12,3714367,602,0,0.028239202657807327,0,2015,5,19
2015-05-13,4334817,602,0,0.028239202657807327,0,2015,5,19
2015-05-14,35339,12,0,0,1,2015,5,20
2015-05-15,4566807,602,0,0.40531561461794,0,2015,5,20
2015-05-16,3208647,602,0,0,0,2015,5,20
2015-05-17,33846,12,0,0,0,2015,5,20
2015-05-18,5788149,602,1,0.04983388704318928,0,2015,5,20
2015-05-19,4855625,602,1,0.04983388704318928,0,2015,5,20
2015-05-20,4534824,602,1,0.04983388704318928,0,2015,5,20
2015-05-21,4470337,602,1,0.04983388704318928,0,2015,5,21
2015-05-22,4456813,602,1,0.04983388704318928,0,2015,5,21
2015-05-23,3312240,602,0,0,0,2015,5,21
2015-05-24,36183,12,0,0,0,2015,5,21
2015-05-25,41024,13,0,0,1,2015,5,21
2015-05-26,4244729,602,0,0.6179401993355483,0,2015,5,21
2015-05-27,3783313,602,0,0.19435215946843842,0,2015,5,21
2015-05-28,3801284,602,0,0.19435215946843842,0,2015,5,22
2015-05-29,4470995,602,0,0.19435215946843842,0,2015,5,22
2015-05-30,3627912,602,0,0,0,2015,5,22
2015-05-31,37786,12,0,0,0,2015,5,22
2015-06-01,6351127,602,1,0.19435215946843842,0,2015,6,22
2015-06-02,5445149,602,1,0.19435215946843842,0,2015,6,22
2015-06-03,5227892,602,1,0.19435215946843842,0,2015,6,22
2015-06-04,1964696,243,1,0,0.15637860082304528,2015,6,23
2015-06-05,5141299,602,1,0.19435215946843842,0,2015,6,23
2015-06-06,3217573,602,0,0,0,2015,6,23
2015-06-07,37643,13,0,0,0,2015,6,23
2015-06-08,4025031,602,0,0,0,2015,6,23
2015-06-09,3800430,602,0,0,0,2015,6,23
2015-06-10,3588223,602,0,0,0,2015,6,23
2015-06-11,3613624,602,0,0,0,2015,6,24
2015-06-12,3552525,601,0,0,0,2015,6,24
2015-06-13,3161810,601,0,0,0,2015,6,24
2015-06-14,38717,12,0,0,0,2015,6,24
2015-06-15,6171272,601,1,0,0,2015,6,24
2015-06-16,5288894,601,1,0,0,2015,6,24
2015-06-17,4692762,601,1,0,0,2015,6,24
2015-06-18,4346675,601,1,0,0,2015,6,25
2015-06-19,4408884,601,1,0,0,2015,6,25
2015-06-20,3101156,601,0,0,0,2015,6,25
2015-06-21,32077,12,0,0,0,2015,6,25
2015-06-22,3570918,601,0,0,0,2015,6,25
2015-06-23,3464737,601,0,0,0,2015,6,25
2015-06-24,3467867,601,0,0,0,2015,6,25
2015-06-25,3434827,601,0,0,0,2015,6,26
2015-06-26,3575524,602,0,0,0,2015,6,26
2015-06-27,3182046,602,0,0,0,2015,6,26
2015-06-28,37434,12,0,0,0,2015,6,26
2015-06-29,6489788,602,1,0.3139534883720931,0,2015,6,26
2015-06-30,6327237,602,1,0.3139534883720931,0,2015,6,26
2015-07-01,4940213,602,1,0.3139534883720931,0,2015,7,26
2015-07-02,4565168,601,1,0.31447587354409323,0,2015,7,27
2015-07-03,4491161,601,1,0.31447587354409323,0,2015,7,27
2015-07-04,2952626,601,0,0,0,2015,7,27
2015-07-05,40384,13,0,0,0,2015,7,27
2015-07-06,4137007,601,0,0.31447587354409323,0,2015,7,27
2015-07-07,3551296,601,0,0.31447587354409323,0,2015,7,27
2015-07-08,3730150,601,0,0.31447587354409323,0,2015,7,27
2015-07-09,3735672,601,0,0.31447587354409323,0,2015,7,28
2015-07-10,3775550,601,0,0.31447587354409323,0,2015,7,28
2015-07-11,3070374,600,0,0,0,2015,7,28
2015-07-12,43187,12,0,0,0,2015,7,28
2015-07-13,5753861,600,1,0.46,0,2015,7,28
2015-07-14,5059171,600,1,0.46,0,2015,7,28
2015-07-15,4779650,600,1,0.46,0,2015,7,28
2015-07-16,4535275,599,1,0.5759599332220368,0,2015,7,29
2015-07-17,4164812,599,1,0.5759599332220368,0,2015,7,29
2015-07-18,3157657,600,0,0,0,2015,7,29
2015-07-19,55404,12,0,0,0,2015,7,29
2015-07-20,3996292,600,0,0.6983333333333334,0,2015,7,29
2015-07-21,3515258,600,0,0.6983333333333334,0,2015,7,29
2015-07-22,3337937,600,0,0.6983333333333334,0,2015,7,29
2015-07-23,3594960,600,0,0.7183333333333334,0,2015,7,30
2015-07-24,3499777,600,0,0.7183333333333334,0,2015,7,30
2015-07-25,2847063,600,0,0.01999999999999999,0,2015,7,30
2015-07-26,55506,12,0,0,0,2015,7,30
2015-07-27,5603824,600,1,0.8049999999999999,0,2015,7,30
2015-07-28,4910264,600,1,0.8049999999999999,0,2015,7,30
2015-07-29,4524391,600,1,0.8049999999999999,0,2015,7,30
2015-07-30,4685380,600,1,0.86,0,2015,7,31
2015-07-31,5380356,600,1,0.86,0,2015,7,31
